24,34321171
23,29945383
1,980184447
54,26289273
26,30601335
21,46568544
28,49320639
1,076212261
54,77336183
18,12276288
42,88355503
5,361993753
5,848595129
19,26455572
8,201178884
7,239256697
18,73992563
19,30954534
16,30757842
10,36141694
11,50240788
7,458129541
6,641940134
51,45084278
55,46499257
30,62580846
79,21079147
33,70286801
7,626698526
82,29965507
24,52084037
12,30077995
4,480798852
4,517972619
17,27046048
14,63033724
5,190979671
42,97136539
46,82781434
37,89621097
10,92724491
0,836335101
22,35388202
34,1354125
0,647944121
40,60312424
20,15629326
18,59767237
11,0082367
14,56004771
24,05114268
44,50627836
39,31030024
9,472507168
42,36887335
21,17685791
6,399861875
6,688453994
23,8823815
8,446806109
53,51560003
3,194698538
1,905937003
23,40901941
67,71348814
37,71524054
24,96389185
2,267113571
13,76879675
10,43168962
18,46834981
19,77184411
27,56387839
18,77466938
28,92056076
56,75899295
17,14674544
42,7898066
24,93569504
31,38941872
32,01161818
9,965738898
11,7339294
6,375728923
